名前,*従業員ID,*年月日,*打刻グループID,所属グループ名,スケジュール雛形ID,出勤予定時刻,退勤予定時刻,休憩予定時刻1,復帰予定時刻1,休憩予定時刻2,復帰予定時刻2,休憩予定時刻3,復帰予定時刻3,休憩予定時刻4,復帰予定時刻4,休憩予定時刻5,復帰予定時刻5,スケジュール外休憩予定時刻,スケジュール外復帰予定時刻,休日（0:法定休日1:所定休日2:法休(振替休出)3:所休(振替休出)4:法休(時間外休出)5:所休(時間外休出)）,出勤1,退勤1,出勤2,退勤2,出勤3,退勤3,出勤4,退勤4,出勤5,退勤5,出勤6,退勤6,出勤7,退勤7,出勤8,退勤8,出勤9,退勤9,出勤10,退勤10,休憩1,復帰1,休憩2,復帰2,休憩3,復帰3,休憩4,復帰4,休憩5,復帰5,休憩6,復帰6,休憩7,復帰7,休憩8,復帰8,休憩9,復帰9,休憩10,復帰10,食事1開始,食事1終了,食事2開始,食事2終了,外出1,再入1,外出2,再入2,外出3,再入3,外出4,再入4,外出5,再入5,外出6,再入6,外出7,再入7,外出8,再入8,外出9,再入9,外出10,再入10,休日休暇名1,休日休暇名1：種別,休日休暇名1：開始時間,休日休暇名1：終了時間,休日休暇名1：理由,休日休暇名2,休日休暇名2：種別,休日休暇名2：開始時間,休日休暇名2：終了時間,休日休暇名2：理由,打刻時コメント,管理者備考,勤務状況（0:未打刻1:欠勤）,遅刻取消処理の有無（0:無1:有）,早退取消処理の有無（0:無1:有）,遅刻（0:有1:無）,早退（0:有1:無）,直行1,直帰1,直行2,直帰2,直行3,直帰3,直行4,直帰4,直行5,直帰5,直行6,直帰6,直行7,直帰7,直行8,直帰8,直行9,直帰9,直行10,直帰10,打刻区分ID:1,打刻区分ID:2,打刻区分ID:3,打刻区分ID:4,打刻区分ID:5,打刻区分ID:6,打刻区分ID:7,打刻区分ID:8,打刻区分ID:9,打刻区分ID:10,打刻区分ID:11,打刻区分ID:12,打刻区分ID:13,打刻区分ID:14,打刻区分ID:15,打刻区分ID:16,打刻区分ID:17,打刻区分ID:18,打刻区分ID:19,打刻区分ID:20,打刻区分ID:21,打刻区分ID:22,打刻区分ID:23,打刻区分ID:24,打刻区分ID:25,打刻区分ID:26,打刻区分ID:27,打刻区分ID:28,打刻区分ID:29,打刻区分ID:30,打刻区分ID:31,打刻区分ID:32,打刻区分ID:33,打刻区分ID:34,打刻区分ID:35,打刻区分ID:36,打刻区分ID:37,打刻区分ID:38,打刻区分ID:39,打刻区分ID:40,打刻区分ID:41,打刻区分ID:42,打刻区分ID:43,打刻区分ID:44,打刻区分ID:45,打刻区分ID:46,打刻区分ID:47,打刻区分ID:48,打刻区分ID:49,打刻区分ID:50,未打刻,欠勤,休日打刻,休暇打刻,実績確定状況,総労働時間,実労働時間,休憩時間,総残業時間,法定内残業時間（スケジュール軸）,法定内残業時間（労働時間軸）,法定外残業時間,深夜時間,不足労働時間数（スケジュール軸）,不足労働時間数（労働時間軸）,申請承認済総残業時間,申請承認済法定内残業時間,申請承認済法定外残業時間,出勤乖離時間（出勤時刻ー入館時刻）,退勤乖離時間（退館時刻ー退勤時刻）,出勤乖離時間（出勤時刻ーPC起動時刻）,退勤乖離時間（PC停止時刻ー退勤時刻）
笠間 京子,s004,2025-09-20,1,株式会社hot,,18:00,32:00,,,,,,,,,,,,,,18:01,33:03,,,,,,,,,,,,,,,,,,,26:30,27:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,FALSE,FALSE,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14:02,14:02,01:00,06:02,00:00,00:00,06:02,00:00,00:01,00:00,00:00,00:00,00:00,,,,
笠間 京子,s004,2025-09-22,1,株式会社hot,,18:00,33:00,,,,,,,,,,,,,,18:00,33:04,,,,,,,,,,,,,,,,,,,26:30,27:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14:04,14:04,01:00,06:04,00:00,00:00,06:04,00:00,00:00,00:56,00:00,00:00,00:00,,,,
笠間 京子,s004,2025-09-23,1,株式会社hot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,,,
笠間 京子,s004,2025-09-24,1,株式会社hot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,年次有給,全日,,,9月10日変更分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,,,
笠間 京子,s004,2025-09-25,1,株式会社hot,,18:00,33:00,,,,,,,,,,,,,,18:00,33:03,,,,,,,,,,,,,,,,,,,26:30,27:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14:03,14:03,01:00,06:03,00:00,00:00,06:03,00:00,00:00,00:57,00:00,00:00,00:00,,,,
笠間 京子,s004,2025-09-27,1,株式会社hot,,18:00,32:00,,,,,,,,,,,,,,18:00,33:00,,,,,,,,,,,,,,,,,,,26:30,27:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14:00,14:00,01:00,06:00,00:00,00:00,06:00,00:00,00:00,00:00,00:00,00:00,00:00,,,,
笠間 京子,s004,2025-09-29,1,株式会社hot,,18:00,32:00,,,,,,,,,,,,,,18:00,33:12,,,,,,,,,,,,,,,,,,,23:00,24:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14:12,14:12,01:00,06:12,00:00,00:00,06:12,00:00,00:00,00:00,00:12,00:00,00:12,,,,
笠間 京子,s004,2025-09-30,1,株式会社hot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,年次有給,全日,,,14日の替わりに,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,,,
永迫 マハリア,s006,2025-09-01,1,株式会社hot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,,,
永迫 マハリア,s006,2025-09-02,1,株式会社hot,,17:00,32:00,,,,,,,,,,,,,,17:00,32:11,,,,,,,,,,,,,,,,,,,26:30,27:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14:11,14:11,01:00,06:11,00:00,00:00,06:11,00:00,00:00,00:49,00:00,00:00,00:00,,,,
永迫 マハリア,s006,2025-09-03,1,株式会社hot,,17:00,32:00,,,,,,,,,,,,,,17:00,32:08,,,,,,,,,,,,,,,,,,,26:30,27:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14:08,14:08,01:00,06:08,00:00,00:00,06:08,00:00,00:00,00:52,00:00,00:00,00:00,,,,
永迫 マハリア,s006,2025-09-04,1,株式会社hot,,17:00,32:00,,,,,,,,,,,,,,17:00,32:05,,,,,,,,,,,,,,,,,,,26:30,27:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14:05,14:05,01:00,06:05,00:00,00:00,06:05,00:00,00:00,00:55,00:00,00:00,00:00,,,,
永迫 マハリア,s006,2025-09-05,1,株式会社hot,,17:00,32:00,,,,,,,,,,,,,,17:00,32:07,,,,,,,,,,,,,,,,,,,26:30,27:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14:07,14:07,01:00,06:07,00:00,00:00,06:07,00:00,00:00,00:53,00:00,00:00,00:00,,,,
永迫 マハリア,s006,2025-09-06,1,株式会社hot,,17:00,32:00,,,,,,,,,,,,,,18:00,32:02,,,,,,,,,,,,,,,,,,,26:30,27:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,FALSE,FALSE,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13:02,13:02,01:00,05:02,00:00,00:00,05:02,00:00,01:00,01:58,00:00,00:00,00:00,,,,
永迫 マハリア,s006,2025-09-07,1,株式会社hot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,,,
永迫 マハリア,s006,2025-09-08,1,株式会社hot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,,,
永迫 マハリア,s006,2025-09-09,1,株式会社hot,,17:00,32:00,,,,,,,,,,,,,,17:00,32:06,,,,,,,,,,,,,,,,,,,26:30,27:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14:06,14:06,01:00,06:06,00:00,00:00,06:06,00:00,00:00,00:54,00:00,00:00,00:00,,,,
